,Best Model,RMSE,MAE,MAPE
KIT0001031,AR,67.13948761120615,58.31980200194839,35.77255862122105
KIT0000417,AR,41.33467120851196,27.726433441277052,16.764502927821557
KIT0000143,ARIMA,54.181243975330126,51.51173710574103,31.063423454533158
KIT0000144,ETS,57.302289647095,34.801581732288305,29.05702076405144
KIT0000145,SARIMAX,15.970280858855629,13.941630108581556,200.04869682800825
KIT0000146,ARIMA,19.89156699849933,16.832586025854056,22.345669895407948
KIT0000660,ETS,6.207299552293953,5.295417431963976,20.88216209574431
KIT0000868,ARIMA,11.176855001777275,7.500012182330664,7.778298282837491
KIT0000519,ARIMA,793.2812803130228,648.39597300576,10.17467799090228
KIT0001030,AR,19.276010819908233,15.721821977370833,13.941447930442907
KIT0000803,AR,17.848310921932885,13.659267588912918,23.61357240274605
KIT0000854,ARIMA,9.404702745220174,6.978498640000765,3.3230945904765545
KIT0001014,AR,293.8784114282449,280.3803586453345,79.57975340804848
KIT0000467,ARIMA,28.5647718007837,25.162326958668626,40.5088775278666
KIT0000696,AR,15.049822790322555,13.227591360179838,23.507263415091757
KIT0000170,SARIMA,19.021341318654496,14.804710722085414,23.23603127461521
KIT0001027,ARIMA,623.1666588782037,596.3306845661873,33.510682543123934
KIT0001028,ARIMA,513.791353425521,395.5006419128468,24.318475686490437
KIT0000432,ETS,58.364177096845154,55.72165991468657,20.043493889423473
KIT0000860,ARIMA,11.43845009924705,9.25828648950269,17.78234708593064
KIT0000008,AR,27.124814101622697,21.766161625111774,38.19905440047653
KIT0000010,SARIMA,9.427663374668551,7.817138609526365,28.774206770211187
KIT0000012,AR,5.333277785120917,4.776739693880004,276.83149810212785
KIT0000013,SARIMAX,41.810273858613556,37.20773116179215,124.68450326732201
KIT0000194,ARIMA,3.0531415939395363,2.4484385832659177,76.00005242929244
KIT0000195,SARIMAX,1.1370128360952352,0.9789963716281208,92.4806658820394
KIT0000948,ARIMA,16.66126196726291,12.346320771053565,45.63457957696448
KIT0000953,ARIMA,8.276235246027854,8.085294645915496,11.18017935366723
KIT0000958,ARIMA,17.545121288136205,15.567715034911728,5.681647822960485
KIT0000985,SARIMAX,22.81062935529696,15.917163204516008,7.956563324479123
KIT0001013,SARIMAX,67.7675487037001,64.64237120866281,26.637922022010997
KIT0000582,AR,185.49912203824655,180.884553116534,121.16626614684654
KIT0001024,AR,57.43497058301617,56.124819042833224,10.771133575217418
KIT0001017,SARIMAX,50.4014394613422,49.64130127067769,73.36275070937637
KIT0000437,ARIMA,4.733538030921943,3.857733965035202,39.90060748636871
KIT0000296,ARIMA,22.782013471721463,18.420176803451437,90.7334281507527
KIT0000297,AR,19.165609491441316,18.217875060037287,40.54719245387673
KIT0000355,ETS,20.577026854966743,12.398487604921407,54.21746915525814
KIT0000674,AR,9.03006803987196,6.658826798447096,28.57471710707556
KIT0000503,SARIMAX,22.243092482178255,21.34189695044127,47.01275596590393
KIT0000203,ARIMA,6.1281493339643065,4.707795889035846,37.12641625565497
KIT0000204,ETS,9.656823996226235,8.89172575439736,54.453188404848795
KIT0000460,ARIMA,54.052853577831755,46.5573788341949,134.50864032611514
KIT0000461,ARIMA,17.26805186508928,13.267186237716963,12.171730493318316
KIT0000959,AR,13.064690248893392,12.875705035200788,27.981222072540202
KIT0000560,ARIMA,11.658816315093242,9.923045919420723,35.06178146487186
KIT0000990,ARIMA,607.7853943372365,528.5021888458459,24.568947052354666
KIT0000526,SARIMA,76.32741884821947,70.50998271130851,5.574253277974265
KIT0000294,ARIMA,520.0389130706368,518.3213176540492,49.60458699851089
KIT0000414,AR,190.39543548175592,166.27590663864981,50.49262281493688
KIT0001037,AR,740.0929373169471,607.191214227445,13.462652375433118
KIT0000084,ARIMA,16.58708658150165,14.400367908765464,24.357694837265147
KIT0000174,ARIMA,2.1626432727223697,1.707760407962656,3.8048037350051342
KIT0000175,ARIMA,15.734178529582252,13.726832443266938,72.5725768349007
KIT0000227,AR,3.6362003852110285,3.389897899830883,50.609500703017076
KIT0000228,ARIMA,1.8410424815564772,1.5431555398905685,85.55920528805309
KIT0000353,AR,2.5656852794580396,1.7420970738387789,10.684423073745497
KIT0000784,ARIMA,3.602015102698223,3.183366856040367,25.704871123732183
KIT0000016,SARIMA,53.629967475099114,45.132887526623946,98.62565206408027
KIT0000123,ARIMA,4.095432418506407,3.477087230948588,286.66986448834876
KIT0000147,AR,16.92072698924226,15.96649159547551,133.9071561522846
KIT0000177,AR,3.5370731813601304,3.312620085878974,8.35225786327384
KIT0000256,SARIMA,38.82735352083165,36.109110411554184,92.41026455754799
KIT0000298,SARIMAX,241.3107874880609,213.59267656841914,20.49936095091429
KIT0000942,SARIMAX,15.127063120011869,11.59670120796922,26.659643587641046
KIT0001002,ETS,11.056221485428278,9.999566553638568,53.58310409339634
KIT0001004,ARIMA,25.99745385205401,24.75001076048629,83.22769215443465
KIT0001008,SARIMAX,27.736782010227014,19.00013126942977,63.16303093796729
KIT0000162,AR,3.8214296580200604,2.8665345387999928,11.04350508182465
KIT0000201,AR,69.67340366312588,45.91672333849513,28.49748533419381
KIT0000884,AR,8.11833924257775,5.538591940445951,16.122210834027964
KIT0000268,AR,1.2029282328415756,1.1216167044099237,3.7387223480330785
KIT0001000,AR,59.78074891369222,51.330132127925005,18.3321900456875
KIT0000885,AR,6.068636203693643,5.357854053647252,6.294101258241043
KIT0000886,ARIMA,1.8536970277003995,1.4491574485788057,3.7294747987048487
KIT0000887,ARIMA,17.632515083686556,13.060776651338442,20.03238252969909
KIT0000888,AR,13.527248330819155,11.246101225709522,25.12663483727009
KIT0001025,ETS,18.945283480204036,17.109650803056276,16.56634411573291
KIT0001026,AR,5.395448438436469,3.9924968172197834,22.251822628623497
